NPA,Violent_Crime_Rate_2015,Violent_Crimes_2015,Property_Crime_Rate_2015,Property_Crimes_2015,Disorder_Call_Rate_2015,Disorder_Calls_2015,Animal_Control_Call_Rate_2015,Animal_Control_Calls_2015,Fire_Call_Rate_2015,Fire_Calls_2015,Nuisance_Violations_2015,Nuisance_Violations_Total_2015,311_Requests_2015,311_Calls_2015,Voter_Participation_2015,Voters_Participating_2015,Neighborhood_Organizations_2015,Population_Density_2015,Population _2015,Age_of_Residents_2015,Age_of_Residents_moe_2015,Youth_Population_2015,Youth_Population_moe_2015,Older_Adult_Population_2015,Older_Adult_Population_moe_2015,Vacant_Land_2015,Vacant_Land_Area_2015,Household_Income_2015,Household_Income_moe_2015,Public_Nutrition_Assistance_2015,Employment_Rate_2015,Employment_Rate_moe_2015,Job_Density_2015,Jobs_2015,Commercial_Construction_2015,Commercial_Construction_Permitted_Units_2015,Commercial_Size_2015,Commercial_Size_Total_2015,Commercial_Building_Age_2015,Fincancial_Services_Proximity_2015,Financial_Services_Proximate_Units_2015,Bachelors_Degree_2015,Bachelors_Degree_moe_2015,High_School_Diploma_2015,High_School_Diploma_moe_2015,Early_Care_Proximity_2015,Early_Care_Proximate_Units_2015,SchoolAge_Proximity_2015,SchoolAge_Proximate_Units_2015,Library_Card_Prevalence_2015,Library_Card_Holders_2015,Proficiency_Elementary_School_2015,Proficiency_Middle_School_2015,Proficiency_High_School_2015,Highschool_Graduation_Rate_2015,Student_Absenteeism_2015,Neighborhood_School_Attendance_2015,Grocery_Proximity_2015,Grocery_Proximate_Units_2015,Pharmacy_Proximity_2015,Pharmacy_Proximate_Units_2015,Park_Proximity_2015,Park_Proximate_Units_2015,Public_Health_Insurance _2015,Impervious_Surface_2015,Impervious_Surface_Area_2015,Adopt_a_Stream_2015,Adopt_a_Stream_Length_2015,Commuters_Driving_Alone_2015,Commuters_Driving_Alone_moe_2015,Housing_Density_2015,Housing_Units_2015,Single_Family_Housing_2015,Single_Family_Units_2015,Housing_Size_2015,Housing_Age_2015,Rental_Houses_2015,Rental_Houses_Units_2015,New_Residential_2015,New_Residential_Permit_Units_2015,Residential_Renovation_2015,Residential_Renovation_Permit_Units_2015,Foreclosures_2015,Foreclosed_Units_2015,Home_Sales_Price_2015,Housing_Violations_2015,Housing_Violations_Total_2015,Home_Ownership_2015,Home_Ownership_moe_2015,Bicycle_Friendliness_2015,Street_Connectivity_2015,Transit_Proximity_2015,Transit_Proximate_Units_2015,Transit_Ridership_2015,Transit_Ridership_Total_2015
260,5.6,21.0,41.4,155.0,135.2,506.0,31.1,188.0,45.7,,19.1,239.0,34.8,1302.0,24.0,472.0,,3.0,3744.0,33.0,3.0,15.0,4.0,12.0,3.0,13.1,184.0,46331.0,9021.0,27.0,86.0,11.0,2.9,,1.21,17.0,,,25.0,8.0,97.0,24.0,6.0,78.0,7.0,99.0,1236.0,95.0,1186.0,19.0,699.0,36.1,23.6,35.1,74.0,17.0,68.0,9.0,110.0,8.0,103.0,60.0,747.0,26.0,24.4,,0.0,0.0,83.0,11.0,0.9,1251.0,86.0,1071.0,1651.0,32.0,27.0,288.0,0.14,2.0,1.07,15.0,1.6,17.0,97500.0,1.04,13.0,69.0,10.0,1.4,1.2,99.0,1237.0,38.0,1107.0
261,1.3,3.0,11.1,26.0,47.7,112.0,29.4,99.0,20.9,49.0,14.9,128.0,47.5,1116.0,22.0,273.0,1.0,4.0,2348.0,41.0,6.0,21.0,6.0,14.0,4.0,0.1,0.0,67361.0,6624.0,9.0,95.0,3.0,0.1,57.0,0.55,3.0,,,,0.0,2.0,39.0,8.0,96.0,8.0,47.0,405.0,47.0,405.0,16.0,374.0,67.2,51.4,61.9,90.0,11.0,88.0,7.0,59.0,1.0,9.0,100.0,860.0,12.0,10.9,59.0,100.05,,90.0,7.0,1.6,860.0,100.0,860.0,1714.0,35.0,15.0,128.0,0.18,1.0,4.42,24.0,0.9,8.0,166022.0,0.58,5.0,81.0,9.0,1.5,1.09,100.0,860.0,1.0,14.0
262,0.3,1.0,3.1,10.0,16.2,52.0,16.5,78.0,17.4,56.0,1.8,22.0,25.4,817.0,27.0,,2.0,3.0,3216.0,44.0,3.0,21.0,4.0,14.0,3.0,5.6,56.0,,,2.0,97.0,2.0,0.3,267.0,0.3,3.0,46880.0,46880.0,25.0,0.0,0.0,69.0,7.0,99.0,8.0,9.0,107.0,9.0,107.0,19.0,613.0,75.5,79.1,94.7,92.0,5.0,86.0,15.0,183.0,17.0,208.0,11.0,137.0,3.0,13.9,141.0,91.51,3.67,90.0,7.0,1.2,1232.0,84.0,1038.0,3643.0,24.0,9.0,93.0,0.0,0.0,3.46,35.0,1.1,14.0,456737.0,0.16,2.0,88.0,6.0,1.6,1.08,33.0,401.0,1.0,2.0
263,0.0,0.0,3.4,9.0,27.3,72.0,26.3,63.0,17.1,45.0,2.9,30.0,39.8,1048.0,29.0,,4.0,4.0,2636.0,53.0,5.0,16.0,5.0,20.0,4.0,3.0,19.0,81029.0,31569.0,2.0,91.0,1.0,0.3,159.0,0.0,0.0,13351.0,26701.0,20.0,20.0,210.0,64.0,11.0,98.0,11.0,38.0,396.0,39.0,413.0,21.0,544.0,86.8,75.5,90.0,100.0,4.0,88.0,22.0,228.0,22.0,228.0,57.0,604.0,3.0,16.8,106.0,0.0,0.0,94.0,1.0,1.7,1051.0,82.0,858.0,2612.0,28.0,7.0,58.0,0.48,3.0,5.23,33.0,0.3,3.0,340411.0,0.19,2.0,95.0,4.0,1.5,1.02,90.0,944.0,2.0,6.0
264,2.4,5.0,22.1,46.0,58.0,121.0,18.0,56.0,10.1,21.0,6.3,61.0,18.8,392.0,14.0,167.0,2.0,6.0,2085.0,34.0,5.0,13.0,6.0,4.0,3.0,12.1,39.0,63338.0,10432.0,12.0,89.0,4.0,0.2,65.0,0.31,1.0,3585.0,7170.0,22.0,0.0,0.0,52.0,14.0,99.0,14.0,78.0,753.0,49.0,472.0,18.0,375.0,41.9,37.9,36.8,96.0,6.0,75.0,45.0,435.0,87.0,838.0,100.0,965.0,15.0,17.2,56.0,19.66,0.63,82.0,15.0,3.0,965.0,36.0,350.0,2679.0,20.0,6.0,21.0,,18.0,2.46,8.0,0.8,4.0,178853.0,0.21,2.0,46.0,13.0,1.5,1.07,0.0,0.0,,
265,0.0,0.0,9.4,14.0,37.4,56.0,32.7,34.0,40.8,61.0,9.9,54.0,34.5,516.0,24.0,231.0,4.0,5.0,1496.0,43.0,7.0,19.0,5.0,17.0,,3.3,9.0,76371.0,18041.0,10.0,92.0,2.0,0.4,113.0,0.36,1.0,,,,0.0,0.0,54.0,9.0,91.0,4.0,76.0,418.0,76.0,418.0,18.0,272.0,50.0,44.6,66.7,93.0,7.0,78.0,24.0,130.0,24.0,130.0,79.0,433.0,13.0,14.5,40.0,0.0,0.0,83.0,5.0,2.0,547.0,100.0,546.0,2086.0,21.0,12.0,68.0,0.72,2.0,0.72,2.0,2.2,12.0,163434.0,0.0,0.0,87.0,9.0,1.7,1.04,100.0,546.0,6.0,19.0
266,2.4,7.0,17.4,50.0,57.8,166.0,36.9,90.0,25.4,73.0,3.8,40.0,19.0,544.0,12.0,193.0,1.0,2.0,2870.0,35.0,1.0,27.0,6.0,8.0,3.0,20.6,,70536.0,14021.0,10.0,84.0,7.0,0.1,260.0,0.11,2.0,12054.0,96432.0,30.0,0.0,0.0,32.0,8.0,92.0,12.0,30.0,320.0,34.0,363.0,17.0,485.0,47.8,48.4,31.8,97.0,6.0,76.0,31.0,325.0,25.0,266.0,27.0,282.0,13.0,5.0,94.0,30.2,3.16,89.0,7.0,0.6,1056.0,100.0,1056.0,1934.0,21.0,19.0,201.0,1.39,,0.75,14.0,1.9,20.0,153313.0,0.09,1.0,69.0,11.0,1.2,1.07,0.0,0.0,,
267,0.4,2.0,8.9,41.0,38.4,176.0,22.3,105.0,13.7,63.0,3.1,49.0,21.9,1006.0,10.0,246.0,,2.0,4586.0,33.0,2.0,29.0,5.0,5.0,3.0,22.2,,78246.0,8536.0,7.0,95.0,6.0,1.9,,0.2,4.0,,,20.0,0.0,0.0,32.0,7.0,89.0,13.0,95.0,1520.0,96.0,1533.0,22.0,,56.6,54.1,65.0,92.0,6.0,58.0,0.0,0.0,0.0,0.0,45.0,720.0,12.0,14.9,,,,92.0,5.0,0.8,1598.0,100.0,,2092.0,14.0,16.0,253.0,1.81,,1.21,24.0,0.9,15.0,192702.0,0.0,0.0,79.0,12.0,1.3,1.1,0.0,0.0,,
268,1.7,3.0,15.7,28.0,78.3,140.0,59.4,106.0,31.9,57.0,16.7,116.0,36.1,646.0,22.0,204.0,2.0,7.0,1788.0,44.0,12.0,16.0,6.0,13.0,5.0,1.3,3.0,43479.0,7401.0,26.0,92.0,5.0,0.1,15.0,0.39,1.0,2906.0,2906.0,11.0,0.0,0.0,22.0,8.0,85.0,7.0,100.0,696.0,100.0,696.0,20.0,364.0,44.0,27.8,45.0,81.0,16.0,78.0,43.0,302.0,40.0,281.0,85.0,592.0,29.0,17.1,44.0,,,84.0,15.0,2.7,696.0,89.0,618.0,1636.0,32.0,22.0,135.0,0.0,0.0,2.34,6.0,3.1,19.0,112400.0,0.57,4.0,73.0,14.0,1.3,1.08,100.0,695.0,4.0,7.0
269,1.1,3.0,5.7,16.0,34.8,97.0,15.4,83.0,16.8,47.0,3.2,38.0,27.8,777.0,27.0,428.0,1.0,6.0,2791.0,38.0,3.0,24.0,7.0,14.0,3.0,3.0,14.0,92675.0,23349.0,3.0,96.0,2.0,1.9,881.0,1.09,5.0,22151.0,243662.0,15.0,58.0,699.0,62.0,10.0,100.0,14.0,28.0,340.0,1.0,12.0,21.0,579.0,70.8,86.4,81.3,100.0,5.0,85.0,89.0,,45.0,547.0,7.0,84.0,6.0,22.3,102.0,0.0,0.0,76.0,5.0,2.6,1205.0,54.0,649.0,2430.0,29.0,14.0,93.0,0.66,3.0,3.72,17.0,0.5,4.0,369660.0,0.08,1.0,70.0,5.0,1.5,1.13,99.0,1198.0,9.0,101.0
270,8.7,12.0,23.1,32.0,125.5,174.0,25.1,28.0,31.0,43.0,2.3,14.0,9.7,134.0,5.0,20.0,0.0,,1387.0,38.0,,23.0,11.0,0.0,,0.0,0.0,32436.0,22528.0,27.0,96.0,11.0,5.0,453.0,2.22,2.0,34201.0,307808.0,33.0,100.0,598.0,24.0,17.0,76.0,16.0,0.0,0.0,100.0,598.0,23.0,325.0,30.9,25.0,7.7,78.0,8.0,82.0,100.0,598.0,100.0,598.0,100.0,598.0,33.0,,43.0,0.0,0.0,65.0,,,598.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,1.84,11.0,2.0,3.0,1.4,1.07,100.0,598.0,64.0,128.0
271,5.0,6.0,21.5,26.0,89.5,108.0,75.5,74.0,27.3,33.0,28.1,126.0,54.1,653.0,20.0,177.0,,7.0,1207.0,30.0,9.0,33.0,9.0,8.0,2.0,0.3,0.0,36250.0,7859.0,37.0,81.0,12.0,0.0,3.0,0.0,0.0,,,,0.0,0.0,10.0,6.0,89.0,11.0,100.0,448.0,100.0,448.0,24.0,290.0,14.9,24.3,28.6,89.0,15.0,70.0,0.0,0.0,20.0,90.0,100.0,448.0,38.0,16.5,28.0,,,80.0,17.0,2.7,448.0,100.0,448.0,1423.0,45.0,28.0,126.0,0.0,0.0,4.73,8.0,2.2,10.0,77062.0,3.13,14.0,80.0,16.0,1.6,1.18,100.0,448.0,14.0,27.0
272,3.5,5.0,58.6,85.0,217.9,316.0,24.1,51.0,32.4,47.0,3.5,27.0,5.3,77.0,7.0,42.0,0.0,3.0,1450.0,28.0,6.0,18.0,8.0,10.0,,7.1,37.0,38063.0,4530.0,19.0,85.0,6.0,5.7,,3.41,18.0,33937.0,,24.0,41.0,320.0,29.0,9.0,88.0,8.0,72.0,560.0,72.0,560.0,21.0,305.0,41.4,20.8,42.9,86.0,13.0,75.0,41.0,320.0,41.0,320.0,100.0,780.0,22.0,30.3,160.0,0.0,0.0,91.0,7.0,1.5,780.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,2.82,22.0,0.0,2.0,1.7,1.13,100.0,780.0,111.0,777.0
273,2.1,4.0,15.0,28.0,55.0,103.0,30.4,38.0,13.9,26.0,1.4,10.0,12.9,242.0,9.0,82.0,1.0,3.0,1873.0,31.0,4.0,19.0,10.0,8.0,5.0,26.5,160.0,49028.0,10303.0,12.0,94.0,9.0,0.1,51.0,0.0,0.0,4039.0,12116.0,23.0,0.0,0.0,54.0,13.0,93.0,7.0,0.0,3.0,0.0,3.0,15.0,277.0,51.0,36.0,46.2,100.0,5.0,55.0,1.0,4.0,0.0,0.0,0.0,0.0,18.0,6.1,37.0,0.0,0.0,100.0,0.0,1.2,718.0,90.0,646.0,1964.0,11.0,22.0,141.0,0.33,2.0,0.66,4.0,,,136877.0,0.28,2.0,78.0,13.0,1.1,1.05,0.0,0.0,,
274,4.8,5.0,34.2,36.0,60.8,64.0,20.0,16.0,16.2,17.0,1.3,7.0,4.5,47.0,8.0,23.0,0.0,9.0,1052.0,25.0,4.0,26.0,12.0,3.0,4.0,8.0,10.0,39022.0,12158.0,11.0,93.0,10.0,,2659.0,,11.0,36561.0,365606.0,20.0,100.0,554.0,43.0,17.0,100.0,,100.0,554.0,100.0,554.0,16.0,164.0,29.2,46.2,57.1,100.0,8.0,84.0,48.0,266.0,48.0,266.0,100.0,554.0,12.0,34.0,41.0,100.0,1.64,89.0,19.0,4.6,554.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,1.5,1.27,100.0,554.0,33.0,66.0
275,3.3,7.0,19.8,42.0,74.6,158.0,20.3,34.0,9.0,19.0,6.3,56.0,17.0,359.0,24.0,284.0,3.0,5.0,2118.0,49.0,13.0,12.0,8.0,14.0,,3.2,12.0,44778.0,11325.0,9.0,91.0,6.0,1.1,444.0,0.51,2.0,9985.0,169743.0,18.0,0.0,0.0,55.0,12.0,100.0,7.0,81.0,728.0,61.0,547.0,17.0,365.0,50.0,46.4,46.7,100.0,11.0,82.0,42.0,378.0,45.0,400.0,98.0,878.0,11.0,19.5,76.0,48.36,2.74,82.0,15.0,2.3,895.0,50.0,445.0,2778.0,24.0,9.0,41.0,0.0,0.0,2.05,8.0,0.7,3.0,260786.0,0.11,1.0,47.0,9.0,1.2,1.01,11.0,102.0,,
276,0.5,1.0,12.2,24.0,54.8,108.0,20.8,44.0,20.3,40.0,7.8,52.0,26.9,531.0,18.0,199.0,1.0,5.0,1971.0,38.0,7.0,27.0,8.0,9.0,4.0,12.2,50.0,84250.0,18161.0,8.0,95.0,1.0,0.5,199.0,0.73,3.0,17144.0,102864.0,47.0,0.0,0.0,50.0,11.0,99.0,12.0,2.0,10.0,31.0,208.0,19.0,365.0,55.9,38.7,45.5,87.0,9.0,79.0,0.0,0.0,0.0,0.0,73.0,489.0,10.0,11.9,49.0,0.0,0.0,96.0,6.0,1.6,668.0,100.0,668.0,2158.0,19.0,16.0,105.0,0.0,0.0,2.19,9.0,1.4,9.0,175509.0,0.0,0.0,68.0,9.0,1.2,1.02,0.0,0.0,,
277,0.6,1.0,13.3,24.0,66.6,120.0,27.4,55.0,22.8,41.0,4.7,31.0,21.2,382.0,15.0,157.0,1.0,2.0,1802.0,35.0,7.0,25.0,7.0,9.0,,31.5,,75667.0,16798.0,9.0,99.0,5.0,0.1,99.0,0.11,1.0,2192.0,2192.0,38.0,0.0,0.0,46.0,12.0,94.0,12.0,59.0,395.0,72.0,479.0,17.0,298.0,41.2,44.3,45.5,86.0,4.0,84.0,0.0,0.0,0.0,0.0,44.0,290.0,13.0,5.9,54.0,75.15,1.21,79.0,10.0,0.7,665.0,100.0,665.0,2113.0,14.0,17.0,113.0,,,0.22,2.0,1.5,10.0,185769.0,0.15,1.0,85.0,8.0,1.3,1.12,0.0,0.0,,
278,2.5,4.0,40.6,65.0,96.1,154.0,11.9,32.0,17.5,28.0,2.6,22.0,11.7,188.0,8.0,56.0,0.0,9.0,1602.0,30.0,7.0,19.0,7.0,3.0,3.0,14.9,26.0,53594.0,12963.0,11.0,87.0,7.0,1.8,316.0,1.15,2.0,11395.0,79768.0,16.0,0.0,0.0,49.0,11.0,96.0,4.0,100.0,852.0,100.0,852.0,16.0,260.0,38.2,41.5,20.0,93.0,8.0,87.0,44.0,375.0,35.0,300.0,100.0,852.0,13.0,24.8,43.0,,,92.0,6.0,4.9,852.0,18.0,156.0,2140.0,13.0,19.0,29.0,0.0,0.0,0.0,0.0,1.9,3.0,153083.0,0.12,1.0,24.0,9.0,1.3,1.16,0.0,0.0,,
279,0.0,0.0,29.2,44.0,105.0,158.0,12.6,48.0,14.6,22.0,1.0,9.0,1.7,26.0,12.0,89.0,0.0,,1505.0,31.0,3.0,24.0,8.0,7.0,3.0,0.8,1.0,51278.0,11867.0,8.0,96.0,4.0,0.7,77.0,0.0,0.0,5704.0,5704.0,15.0,0.0,0.0,42.0,10.0,97.0,15.0,71.0,619.0,71.0,619.0,16.0,245.0,63.2,11.8,50.0,,6.0,81.0,67.0,587.0,67.0,586.0,69.0,604.0,10.0,32.2,38.0,0.0,0.0,83.0,6.0,,870.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,1.1,4.0,106594.0,0.11,1.0,20.0,8.0,1.3,1.17,0.0,0.0,,
280,6.3,8.0,87.0,111.0,219.4,280.0,,165.0,58.8,75.0,28.4,116.0,41.8,533.0,10.0,55.0,0.0,1.0,1276.0,33.0,4.0,32.0,7.0,7.0,4.0,11.3,103.0,31703.0,8457.0,58.0,75.0,10.0,3.1,2801.0,1.42,13.0,46849.0,,30.0,0.0,2.0,6.0,5.0,68.0,11.0,0.0,2.0,0.0,2.0,19.0,244.0,32.5,20.5,25.0,73.0,17.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,24.7,226.0,0.0,0.0,83.0,13.0,0.5,408.0,100.0,408.0,1525.0,23.0,36.0,147.0,0.0,0.0,0.76,7.0,,16.0,85500.0,1.96,8.0,52.0,15.0,1.5,1.04,43.0,174.0,20.0,119.0
281,2.8,3.0,43.1,46.0,117.2,125.0,24.4,33.0,45.0,48.0,1.5,7.0,7.6,81.0,9.0,44.0,0.0,6.0,1067.0,27.0,4.0,26.0,6.0,3.0,3.0,10.0,19.0,59467.0,4306.0,15.0,96.0,12.0,4.3,812.0,2.67,5.0,,993392.0,17.0,0.0,0.0,30.0,7.0,95.0,,100.0,481.0,100.0,481.0,17.0,185.0,28.6,22.9,31.6,85.0,11.0,86.0,100.0,481.0,100.0,481.0,30.0,145.0,18.0,,77.0,,,89.0,,2.6,482.0,1.0,5.0,1487.0,34.0,20.0,1.0,0.0,0.0,0.0,0.0,0.7,2.0,112354.0,0.41,2.0,46.0,13.0,1.2,1.12,0.0,0.0,,
282,0.0,0.0,28.2,41.0,63.4,92.0,38.5,78.0,18.6,27.0,9.3,47.0,35.2,511.0,13.0,104.0,0.0,4.0,1452.0,36.0,2.0,10.0,6.0,8.0,5.0,20.2,70.0,49519.0,10618.0,18.0,95.0,8.0,0.3,105.0,0.0,0.0,625.0,625.0,42.0,0.0,0.0,38.0,13.0,99.0,5.0,95.0,480.0,95.0,480.0,15.0,223.0,42.0,33.8,32.3,96.0,10.0,82.0,0.0,0.0,0.0,0.0,11.0,55.0,23.0,8.0,28.0,0.0,0.0,77.0,15.0,1.5,505.0,100.0,505.0,1826.0,20.0,20.0,99.0,,19.0,0.86,3.0,2.0,10.0,132778.0,0.4,2.0,77.0,15.0,1.4,1.07,0.0,0.0,,
283,2.6,7.0,28.6,76.0,93.4,248.0,30.8,77.0,22.2,59.0,12.1,127.0,33.9,901.0,15.0,227.0,3.0,6.0,2656.0,33.0,5.0,33.0,5.0,7.0,2.0,18.2,79.0,46108.0,8730.0,20.0,84.0,4.0,0.2,82.0,0.69,3.0,32680.0,32680.0,29.0,15.0,161.0,23.0,6.0,87.0,4.0,95.0,997.0,95.0,997.0,20.0,541.0,45.5,32.2,47.1,89.0,12.0,71.0,30.0,314.0,30.0,319.0,58.0,608.0,22.0,14.2,62.0,0.0,0.0,86.0,8.0,2.4,1050.0,80.0,842.0,1625.0,23.0,23.0,196.0,0.92,4.0,0.23,1.0,2.5,,126134.0,0.76,8.0,70.0,9.0,1.4,1.09,66.0,688.0,87.0,346.0
284,1.0,1.0,14.6,14.0,46.9,45.0,5.2,8.0,36.5,35.0,1.7,5.0,21.8,209.0,20.0,127.0,1.0,1.0,960.0,45.0,4.0,30.0,8.0,5.0,4.0,,,,11495.0,1.0,94.0,8.0,0.2,185.0,0.32,3.0,5846.0,11692.0,10.0,0.0,0.0,77.0,15.0,95.0,11.0,0.0,0.0,1.0,2.0,14.0,131.0,90.9,92.5,90.5,100.0,5.0,94.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.7,45.0,0.0,0.0,97.0,9.0,0.3,287.0,100.0,287.0,3918.0,20.0,5.0,15.0,,,0.95,9.0,0.4,1.0,501960.0,0.0,0.0,100.0,0.0,1.4,1.2,0.0,0.0,,
285,,,,,,,,,,,,,,,,,0.0,0.0,16.0,,,,,,,13.8,,,,,,,4.9,,1.74,,,,31.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,32.0,,27.36,1.1,,,0.0,16.0,100.0,16.0,597.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.4,1.31,94.0,15.0,13.0,591.0
286,,5.0,,29.0,,156.0,,31.0,,58.0,3.6,3.0,9.0,17.0,2.0,7.0,0.0,0.0,189.0,47.0,6.0,15.0,9.0,9.0,,26.0,,35924.0,10400.0,,92.0,5.0,0.9,1526.0,0.91,15.0,30421.0,1186437.0,33.0,0.0,0.0,6.0,7.0,72.0,16.0,0.0,0.0,0.0,0.0,,63.0,43.3,27.6,80.0,83.0,12.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.8,160.0,0.0,0.0,71.0,6.0,0.1,84.0,100.0,84.0,1458.0,41.0,25.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.19,1.0,73.0,,1.3,1.25,65.0,55.0,38.0,268.0
287,8.3,20.0,,,,,39.3,102.0,34.2,82.0,8.2,101.0,2.0,49.0,5.0,46.0,,2.0,2401.0,30.0,3.0,14.0,6.0,8.0,4.0,5.5,84.0,40127.0,5937.0,11.0,98.0,5.0,,,4.55,,27024.0,,26.0,99.0,,47.0,11.0,97.0,11.0,72.0,887.0,72.0,887.0,28.0,662.0,59.6,38.0,56.3,78.0,10.0,92.0,92.0,,100.0,,78.0,960.0,16.0,33.6,,49.88,2.01,82.0,6.0,0.8,1232.0,4.0,48.0,1480.0,51.0,52.0,25.0,0.0,0.0,0.19,3.0,0.0,0.0,161647.0,,,4.0,3.0,1.3,1.26,100.0,1232.0,76.0,
288,1.3,3.0,12.4,28.0,33.8,76.0,9.3,50.0,10.7,24.0,1.5,15.0,7.2,161.0,17.0,219.0,,4.0,2250.0,38.0,6.0,29.0,9.0,11.0,4.0,10.8,62.0,67823.0,10991.0,3.0,93.0,7.0,0.6,325.0,0.17,1.0,9452.0,198488.0,40.0,12.0,116.0,55.0,8.0,93.0,7.0,85.0,845.0,85.0,845.0,23.0,508.0,68.8,78.3,92.3,100.0,1.0,74.0,53.0,529.0,24.0,240.0,24.0,234.0,5.0,15.1,87.0,,,78.0,11.0,1.7,992.0,64.0,636.0,2435.0,33.0,8.0,48.0,0.0,0.0,2.78,16.0,0.4,3.0,283992.0,,,68.0,7.0,1.2,1.03,86.0,856.0,8.0,62.0
289,1.9,7.0,30.6,112.0,60.9,223.0,38.1,82.0,13.4,49.0,5.0,65.0,29.4,1077.0,12.0,218.0,1.0,3.0,3664.0,35.0,1.0,28.0,5.0,5.0,2.0,23.9,,71923.0,24785.0,8.0,89.0,3.0,1.1,1351.0,0.64,8.0,46179.0,554148.0,9.0,16.0,206.0,47.0,8.0,95.0,12.0,65.0,837.0,73.0,943.0,20.0,736.0,56.6,50.0,61.3,85.0,8.0,62.0,8.0,108.0,8.0,108.0,32.0,408.0,12.0,11.4,143.0,0.0,0.0,87.0,6.0,1.0,1290.0,100.0,1290.0,1994.0,14.0,15.0,187.0,1.27,16.0,0.64,8.0,1.3,17.0,170982.0,0.31,4.0,77.0,6.0,1.4,1.11,17.0,216.0,92.0,275.0
290,,,,,,,,82.0,,,34.1,142.0,44.4,436.0,15.0,52.0,0.0,1.0,983.0,29.0,,29.0,11.0,14.0,,7.7,65.0,,,32.0,83.0,,,,,,18796.0,,40.0,40.0,167.0,10.0,5.0,,11.0,100.0,416.0,100.0,414.0,18.0,173.0,24.4,20.5,14.3,78.0,,56.0,53.0,219.0,4.0,17.0,46.0,190.0,25.0,36.7,,,,71.0,,0.5,416.0,100.0,416.0,783.0,64.0,29.0,120.0,0.0,0.0,0.47,4.0,1.4,3.0,,1.44,6.0,64.0,,1.4,1.25,100.0,416.0,,
291,10.9,30.0,49.2,135.0,139.3,382.0,23.6,71.0,14.2,39.0,3.6,36.0,9.7,267.0,7.0,43.0,0.0,,2743.0,26.0,2.0,34.0,6.0,3.0,2.0,4.7,7.0,25900.0,2104.0,33.0,89.0,2.0,0.4,62.0,0.0,0.0,3035.0,15174.0,41.0,3.0,34.0,7.0,5.0,80.0,8.0,100.0,998.0,100.0,998.0,18.0,484.0,29.6,20.3,28.0,82.0,14.0,76.0,0.0,0.0,0.0,0.0,96.0,962.0,38.0,28.0,41.0,,,63.0,12.0,,998.0,16.0,162.0,1187.0,15.0,22.0,36.0,0.0,0.0,0.68,1.0,1.9,3.0,72929.0,1.9,19.0,8.0,5.0,1.2,1.0,100.0,998.0,,
292,7.0,8.0,53.7,61.0,280.8,319.0,65.8,75.0,32.6,37.0,20.2,84.0,40.5,460.0,6.0,29.0,0.0,4.0,1136.0,24.0,6.0,44.0,8.0,6.0,4.0,22.4,69.0,23173.0,5642.0,50.0,81.0,,1.2,362.0,0.0,0.0,14632.0,497499.0,46.0,0.0,0.0,0.0,2.0,81.0,19.0,100.0,416.0,100.0,416.0,26.0,291.0,23.4,28.6,18.2,79.0,20.0,69.0,0.0,0.0,21.0,87.0,100.0,416.0,49.0,15.7,48.0,0.0,0.0,68.0,22.0,1.4,416.0,55.0,230.0,1023.0,37.0,,152.0,0.0,0.0,0.98,3.0,2.0,4.0,,,17.0,22.0,11.0,1.4,1.15,100.0,416.0,57.0,455.0
293,,14.0,48.7,40.0,306.6,252.0,,78.0,40.2,33.0,35.2,125.0,72.3,594.0,10.0,53.0,2.0,7.0,822.0,28.0,6.0,32.0,10.0,9.0,5.0,4.7,5.0,19076.0,9478.0,,82.0,10.0,0.9,101.0,0.0,0.0,7366.0,88387.0,55.0,25.0,88.0,9.0,9.0,74.0,14.0,100.0,355.0,100.0,355.0,22.0,177.0,7.9,6.9,,88.0,14.0,63.0,57.0,203.0,0.0,0.0,100.0,355.0,55.0,17.3,19.0,,,60.0,17.0,3.2,355.0,95.0,339.0,1062.0,69.0,,197.0,0.0,0.0,7.27,8.0,0.7,2.0,59300.0,,,44.0,,,1.37,100.0,355.0,58.0,701.0
